job title,company name,job description
"Bristol Myers Squibb, Intern, Statistical Programming (Grad) (Summer 2023) - Application via WayUp",WayUp,Description introuvable
Head of Machine Learning,Confidential Jobs,Description introuvable
"Bristol Myers Squibb, Intern, Statistical Programming (Grad) (Summer 2023) - Application via WayUp",WayUp,Description introuvable
"Bristol Myers Squibb, Intern, Statistical Programming (Grad) (Summer 2023) - Application via WayUp",WayUp,Description introuvable
"Bristol Myers Squibb, Intern, Statistical Programming (Grad) (Summer 2023) - Application via WayUp",WayUp,Description introuvable
Machine Learning User Research Scientist,Exponent,"is a leading engineering and scientific consulting firm that brings together more than 90 different disciplines to solve the most pressing and complicated challenges facing stakeholders today. Our vision is to engage the brightest scientists and engineers to empower clients with solutions for a safe, healthy, sustainable and technologically complex world. We leverage over 50 years of experience in analyzing accidents and failures to advise clients as they innovate their technologically complex products and processes, ensure the safety and health of their users, and address the challenges of sustainability.We offer opportunities for you to expand your engineering or scientific knowledge amidst experts with degrees from top programs at over 500 universities. At Exponent, you will apply your experience, technical skills, and prior academic research to a fulfilling career in consulting. You will have the opportunity to develop continuously through formal and informal development programs, coaching and mentoring, and involvement in a wide array of projects. We are excited about your interest in joining our growing team!Key statistics: 1100+ Team members900+ Consultants550+ Ph.D.s30+ Offices globally We are currently seeking a Machine Learning User Research Scientist for our You will be responsible for:Supporting a range of consulting activities related to large-scale local and global programs to build custom datasets for machine learning algorithms including protocol development, data collection, data management, and analysisIndependently solving operational and logistical problems in a fast-paced engineering data collection environmentCreating and leading ad hoc interdisciplinary teams comprised of consultants from Data Sciences, Human Factors, Health Sciences, and Engineering SciencesDeveloping data analysis and visualization tools related to project management, demographics, and human-centered dataDeveloping and maintaining client relationshipsYou will have the following skills and qualifications: M.S. with at least 3 years of experience or Ph.D. in Electrical Engineering, Computer Engineering, Physiology, Human Factors, or a related engineering/scientific field (such as Applied Mathematics, Computer Science, Cognitive Science, Applied Physics, Industrial Engineering, Mechanical Engineering, or Robotics)Ability to take an ambiguous questions, use data to draw insights, and convey the results to a wide range of audiencesDemonstrated experience and expertise in one or more of the following areas:Data analysis and visualization including tools like PowerBI, Tableau, etc.Developing and executing user research studies using appropriate quantitative and qualitative methods with human subjectsData acquisition and/or data processingOperational and process optimizationThe desire to work with a diverse set of clients and engage in work outside of the traditional data science fieldStrong project management ability combined with leadership and engineering skillsExcellent verbal and written communication skillsProject management experience or credentialsAbility to work independently and in multidisciplinary teamsAbility to travel to a variety of global locations to support project work (up to 30% travel) To learn more about life at Exponent and our impact, please visit the following links:We value and encourage diversity, equity and inclusion across all facets of our firm. Having a team built of people with different backgrounds, skills and perspectives allows us to provide better value to our clients and enjoy an enriched work environment.Our firm is committed to offering a variety of programs and resources to support health and well-being. We believe that providing competitive benefits as well as compensation and recognition programs empowers our staff to do work that makes a difference.Exponent is a proud equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, veteran status, disability, sexual orientation, gender identity, or any other protected status.If you need assistance or accommodation due to a disability, you may email us atShow moreShow less"
Systems Analyst,Workforce Opportunity Services,"Be a Part of the WOS Team!Working for WOS is more than a job, it’s the start of a new career, a unique opportunity to develop your skills through training and individual mentorship. Founded in 2005, Workforce Opportunity Services (WOS) is a leading nonprofit organization committed to developing the skills of untapped talent from historically underrepresented communities through partnerships with organizations dedicated to diversifying their workforce. This includes people of color, first-generation college graduates, veterans, and early-career aspirants.How We Do ItWOS uses a scientifically based model derived from research conducted at Columbia University that enables us to recruit, educate, train, and place high-potential candidates with leading organizations around the world. To date, WOS has served 6000+ individuals through partnerships with more than 65 corporations in 60+ locations worldwide. For more information, visit wforce.org .Candidate ProfileBachelors degree OR equivalent work/training experienceMust be authorized to work in the United StatesMeticulous attention to detailAvailable to work full-time Job Description:The Systems Analyst will interface with various teams to identify their needs, work across departments to ensure a plan is in motion to improve the customers’ experience, and research advanced technology and best practices in the field to find cost-effective solutions.ResponsibilitiesLend a data-driven voice to strategic projects, resulting in thought-pieces that glean new insights into the airport technology groupGenerate data visualizations and reports to support ongoing initiativesDevelop and apply data analysis techniques in various contextsCreate analyses to support initiatives tied to operational objectivesCreate presentation of findings, telling technical stories to non-technical and/or executive audiencesCollaborate with multiple cross-functional teams Qualifications:Bachelors degree OR equivalent work/training experienceExperience with data visualization tools such as Tableau and Power BIExperience with a programming language such Python, SQL, Java, etc.Effective interpersonal, oral, and written communication skills, including presentation skillsIntellectual curiosity and self-motivation to understand root causes of operational happenings within the business unitReliable and dependableCapacity to balance multiple priorities simultaneously while adhering to deadlines Duration:Full-Time Location:Phoenix, AZ Salary:$35.00/Hour (Plus Benefits) Benefits:Free Individual Health InsuranceFree Training (Program specific)Paid Time OffPaid Company HolidaysEducation Assistance/Reimbursement (Toward first degree - Bachelors/Associates)Individual Mentor 401k Retirement SavingsInterest free loans (Case basis)Benefits valued at up to $25,000.00 annually About WOSFounded in 2005, Workforce Opportunity Services (WOS) is a leading 501(c)(3) nonprofit committed to developing the skills of untapped talent from historically underrepresented communities through partnerships with organizations dedicated to diversifying their workforce. This includes people of color, first-generation college graduates, veterans and early-career aspirants.﻿Utilizing a scientifically-based model derived from research conducted at Columbia University, we recruit, educate, train, and place high-potential candidates with leading organizations around the world. To date, WOS has served 6000+ individuals through partnerships with more than 65 corporations in 60+ locations worldwide. For more information, visit wforce.orgJobID: 1708-DallasShow moreShow less"
POPULATION SURVEY EPIDEMIOLOGIST,Arizona Department of Health Services,"DEPT OF HEALTH SERVICESCOME WORK WITH US! The Arizona Department of Health Services promotes and protects the health of Arizona’s children and adults. Our mission is to promote, protect, and improve the health and wellness of individuals and communities in Arizona. We strive to set the standard for personal and community health through direct care, science, public policy, and leadership. ADHS promotes alternative work schedules, flexible hours. We have positions that can fit any stage in your career, from entry to senior level. We offer a robust benefit package, including the ADHS Student Loan Assistance Program, where eligible employees can receive up to $437.50 per month for their outstanding student loans. Come check us out and see how you can make a difference in the lives of all Arizonans.Population Survey EpidemiologistDEPARTMENT OF HEALTH SERVICESJob Location:Address: 150 N. 18th Avenue, Phoenix AZ 85007Posting DetailsSalary: $71,500 - $75,500This Position Has A 5,000 Sign On BonusGrade: 22Job SummaryThis Position Has A 5,000 Sign On BonusA Career in Public Service Awaits You. Come Join our Prevention Services Team!Your Talent, Our Mission: To promote, protect, and improve the health and wellness of individuals and communities in Arizona.Why work for ADHS? A great benefit of working for the State of Arizona is a fantastic work/life balance. State employees enjoy challenging work, popular remote options, comprehensive health and wellness benefits, and career growth opportunities.What You'll DoAs the Population Survey Epidemiologist, you'll serve as an intermediate-level professional epidemiologist responsible for implementing a complex range of investigative and analytical epidemiological activities related to the surveillance, detection, and prevention of diseases and injuries.You'll work independently or as an experienced team or project member, providing epidemiological expertise for the programs within the Population Survey Team or more complex individual epidemiological analyses under the direction of the Epidemiology Program Manager/Team Lead.You will provide epidemiological expertise in analyzing complex survey data specific to the Behavioral Risk Factor Surveillance System (BRFSS), the Pregnancy Risk Assessment Monitoring System (PRAMS), and the Youth Risk Behavior Survey (YRBS), among others.Experience using SAS Macro Programming and SQL procedures highly valuable.This Level Of Epidemiological Work Includes Designing the sampling frame and preparing datasets for public and private use Corresponding with federal and state partners on data preparation, analysis, and dissemination Conducting data quality assurance activities to ensure that data sets contain data of the highest quality Respond to internal and external data requests for population survey data Establish mechanisms for automation of data systems, including the development of dashboards and other data visualization tools Developing and designing methods of collecting, analyzing, and disseminating data requires general, and in some cases specific, understanding of program processes and methods for prevention, intervention, and control of public health problems; Conducting epidemiologic studies and outbreak investigations used in preventing and controlling specific communicable and chronic diseases, injuries, and other health conditions; Implementing quantitative, qualitative, and mixed methods for public health practice; Performing statistical analyses related to complex analytical investigations involving highly specialized scientific data; Applying findings to direct public health programs and recommend interventions and/or control measures; Interpreting and recommending evidence-based interventions and/or control measures in response to epidemiologic findings; Identifying and evaluating a wide range of health conditions within an assigned program; Conducting literature reviews for program planning, preparation of publications, and for evaluation; Contributing to the development of and providing scientific and clinical guidance and technical assistance to various public, private, and nonprofit health and health-related state and local agencies and organizations; Serving as a scientific consultant for a public health program or project; Participating in internal and external committees and workgroups related to areas of expertise; Participating in after-hours activities, including partner meetings, investigations, outbreak and emergency responses, as needed; and Participating in writing grants and other funding proposals.May provide technical leadership and guidance and coordinate work of epidemiologists, other professional staff, or technical and administrative staff, as assigned.Lastly, in this role, you will be expected to make independent decisions and judgments based on your educational and professional experience and training; this position maintains and shares information and data of a very confidential nature.Job DutiesConducts investigative and analytical epidemiologic tasks in relation to surveillance, detection, and prevention of disease and injuries, including the design of sampling frames, preparation of datasets, and completion of internal and external data requests.Interprets epidemiologic data and applies findings to direct public health programs and recommends interventions or control measures.Participates in coordinating or conducting outbreak and epidemiologic investigations.Performs statistical analyses related to complex analytical investigations using involving highly specialized scientific data (ie population survey data)May contribute to developing and providing scientific and clinical guidance to public, private, and nonprofit health and health-related agencies and organizations.Participates in after-hours activities, including partner meetings, investigation, outbreak, and emergency response as needed. Participates in writing grants and other funding proposals.Knowledge, Skills & Abilities (KSAs):Knowledge Of: Advanced communication skills, oral and written. Contemporary principles and practices of epidemiology. Health Insurance Portability and Accountability Act (HIPAA), state and local privacy laws. Computerized database management, data analysis, and program evaluation. Performance Management (PM), Continuous Quality Improvement (CQI), and Lean methodologies. SAS Macro Programming and SQL proceduresSkill In Research methods, procedures, and techniques used in identifying and evaluating the health of populations, their characteristics, contemporary medical methods and practices, proper principles and procedures when conducting health or determinants surveillance, and epidemiologic investigations. Analyzing complex survey data Research project coordination or management techniques Data quality assurance techniques Expert skills in data management systems and visualization tools (i.e. SAS, R, SUDAAN, Tableau).Ability To Use critical thinking to determine whether a public health problem exists and articulate the need for further investigation or other public health action on statutes, rules, policy, and potential health impact. Collaborate with others. Investigate acute and chronic conditions. Analyze and interpret data from surveillance and investigations and recommend evidence-based interventions and control measures in response to findings. Support a diverse multi-cultural workforce that reflects the community, promotes equal opportunity at all levels of public employment, and creates an inclusive work environment that enables all individuals to perform to their fullest potential free from discrimination.Selective Preference(s)MPH/MSPH or master's in epidemiology, biostatistics, informatics, or public health with at least three years of relevant epidemiology/biostatistics experience. Preference is given to accredited universities and/or schools of Public Health. Experience using statistical software and working with complex survey data from national surveillance systems.Analyze data and trends using SAS.Run queries and analytical reports for program managers of BRFSS, PRAMS and YRBS on epidemiological findings.Prepare reports and technical and scientific papers for publication.Establishes and maintains effective working relationships with program managers, health professionals and steering committee members .Pre-Employment RequirementsEmployees who drive on state business require possession of and the ability to retain a current, valid state-issued driver’s license appropriate to the assignment. Employees who drive on state business are subject to driver’s license checks, must maintain acceptable driving records, and must complete any driver training (See Arizona Administrative Code R2-10-207.11).BenefitsThe State of Arizona provides an excellent comprehensive benefits package including:− Affordable medical and dental insurance plans− Paid vacation and sick time− 10 paid holidays per year− Wellness program and plans− Life insurance− Short/long-term disability insurance− Defined retirement plan− Award winning Infant at Work program− Credit union membership− Transit subsidy− ADHS Student Assistance Pilot ProgramFor a complete list of benefits provided by The State of Arizona, please visit our benefits pageRetirementTo help you build a financially secure future, the State makes monthly contributions to finance your retirement benefit. The State will contribute to the ASRS in an amount equal to your contribution. In other words, you and the State will each pay 50% of the total cost of the benefit. New State employees have a 27-week wait period for contributions to begin.Contact UsArizona State Government is an EOE/ADA Reasonable Accommodation Employer. Persons with a disability may request a reasonable accommodation such as a sign language interpreter or an alternative format by calling (602) 542-1085. Requests should be made as early as possible to allow sufficient time to arrange the accommodation. DHS is an Equal Employment Opportunity Employer. All newly hired employees will be subject to E-Verify Employment Eligibility Verification.Show moreShow less"
Supply Market Intelligence Analyst,Arizona Public Service - APS,Description introuvable
Data Engineer II,Core Group Resources,"We Are Currently In The Market For The FollowingCore Group Resources (www.coregroupresources.com) is Americas leading recruitment company. Founded by a service academy graduate who has offshore experience, Core Group Resources expertise is unmatched in the marine offshore market, finance, IT, renewables, & non-profit for executive search, staffing, and expertise identification. For more information contact us at 281 347 4700.Data Engineer II – REMOTEJob SummaryThis position will act as project leader and advocate chief of DataOps and Agile practices. Will work in cross-functional, geographically distributed Agile teams of highly skilled data engineers, software/machine learning engineers, data scientists, DevOps engineers, designers, product managers, technical delivery teams, and others to continuously innovate analytic solutions. You will lead cross-functional teams to develop advanced, highly automated data products.ResponsibilitiesDesign, develop, and review real-time/bulk data pipelinesDesign patterns for data ingest, transformation, and egressProduce documentation of Data Lineage and Data DictionariesUtilize modern cloud technologies and employ best practices from DevOps/DataOps to produce production Python and SQL codeEmploy cloud technologiesRequirementsDegree in Engineering, Computer Science, Analytics, or related field and 3 5years of experienceMaster’s degree preferredKnowledgeable practitioner in SQL and Python development, data engineering, data modeling, software engineering, and ML systems architectureKnowledge in software engineering, data engineering, and ML systems architectureShow moreShow less"
HR Analytics Specialist,BLUE ORIGIN,"We are a diverse team of collaborators, doers, and problem-solvers who are relentlessly committed to a culture of safety. This position will directly impact the history of space exploration and will require your commitment and detailed attention towards safe and repeatable space flight. Join us in lowering the cost of access to space and enabling Blue Origin’s vision of millions of people living and working in space to benefit Earth.The Talent Management and Analytics Team is a hardworking group of diverse human resource specialists supporting Talent Management, Compensation, Workforce Planning and Survey Research across Blue Origin. In this role you will help to build Blue Origin’s HR analytics and research strategy from the ground up, using data and analytics to drive more effective decisions and improve the employee experience across Blue Origin.Key ResponsibilitiesSupport existing surveys including employee engagement, HR exit and recruiting candidate experience surveys by advising on questions,Manage full life cycle of research programs (i.e., develop strategy, gather requirements, manage data collection, analyze data, present results and recommend actions).Use both quantitative and qualitative data and a variety of statistical approaches to conduct research studies to test your hypotheses.Partner with Business Intelligence Team to identify metrics and create dashboards for HR and business leaders.We are looking for someone to apply their technical expertise, leadership skills, and dedication to quality to positively impact safe human spaceflight. Passion for our mission and vision is required!QualificationsMasters degree in a discipline of science (e.g., industrial organizational psychology, applied statistics, behavioral science, or behavioral economics)Topical experience in one of the following areas: performance management, individual and team-level performance and productivity, individual difference (e.g., personality traits, behaviors, well-being), DEI (diversity, equity, and inclusion), selection and assessment (including relevant psychometric methods), decision science and behavior change, or quantitative text analysis.Advanced Statistics (ANOVAs, Regressions, HLM, longitudinal data analysis, factor analysis, IRT, cluster analysis or SEM/Path Analysis)Proficiency in at least one statistics program (SPSS, R, SAS, Python, etc.)Consultative in approach with the business and key stakeholders, able to translate data into recommended insights and actions Ability to earn trust, maintain positive and professional relationships, and contribute to a culture of inclusion Must be a U.S. citizen or national, U.S. permanent resident (current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum. DesiredPhD in a discipline of science (e.g., industrial organizational psychology, applied statistics, behavioral science, or behavioral economics)Excellent time management skills and ability to plan and set priorities Excellent interpersonal skills and a strong communicator, both verbally and written Proficiency in using HR Information Systems (Workday) Don’t meet every single requirement? Studies have shown that some people are less likely to apply to jobs unless they meet every single desired qualification. At Blue Origin, we are dedicated to building a diverse, inclusive, and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.Compensation range for on site CO applicants is $94,875-$139,150Compensation range for on site WA applicants is $105,300-$151,800Compensation range for on site CA applicants is $105,300-$151,800Other site ranges may differExport Control RegulationsApplicants for employment at Blue Origin must be a U.S. citizen or national, U.S. permanent resident (i.e. current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.Equal Employment OpportunityBlue Origin is proud to be an Equal Opportunity/Affirmative Action Employer and is committed to attracting, retaining, and developing a highly qualified, diverse, and dedicated work force. Blue Origin hires and promotes people on the basis of their qualifications, performance, and abilities. We support the establishment and maintenance of a workplace that fosters trust, equality, and teamwork, in which all employees recognize and appreciate the diversity of individual team members. We provide all qualified applicants for employment and employees with equal opportunities for hire, promotion, and other terms and conditions of employment, regardless of their race, color, religion, gender, sexual orientation, gender identity, national origin/ethnicity, age, physical or mental disability, genetic factors, military/veteran status, or any other status or characteristic protected by federal, state, and/or local law. Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state, and local laws. For more information on “EEO Is the Law,” please see here and here.Blue Origin will consider for employment qualified applicants with criminal histories in a manner consistent with the Washington Fair Chance Act, Los Angeles Fair Chance in Hiring Ordinance, and other applicable laws.Affirmative Action and Disability AccommodationApplicants wishing to receive information on Blue Origin’s Affirmative Action Plans, or applicants requiring a reasonable accommodation in order to participate in the application and/or interview process, please contact us at EEOCompliance@blueorigin.com.BenefitsEmployee Benefits include: Medical, dental, vision, basic and supplemental life insurance, short and long-term disability and 401(k) with up to 5% company match.Paid Time Off: Provides up to 4 weeks per year, in addition to 14 holidaysDiscretionary bonus programsShow moreShow less"
Intern - Software Engineer,Infineon Technologies,"This opening is part of Infineon’s Internship program. The Internship Program gives you the opportunity to gain enriching and diverse experiences and work side by side with experienced leaders to power your career. #AmericasInterns In your new role you will:Design front-end and back-end GUI Software applications developmentCreate semiconductor systems and softwareContribute new ideas to Software/GUI developmentReview and troubleshoot equipment to identify potential issues early in the development life cycleMonitor and measure Software development and validation processes You are best equipped for this task if you are/have:A Junior level or higher actively pursuing a degree in Electrical Engineering or Computer ScienceAbility to collect and interpret dataTechnical skills to create designsStrong verbal and written communication skillsAbility to collaborate with team membersProficient with one of the major programming languages: JavaScript/TypeScript, C++, C#, Java, JavaScript, and PythonPreferred knowledge but not required:Some experience in desktop or embedded software developmentBasic knowledge of application architecture and design patternsFluency in working in Linux and Windows environmentsExperience with source control management systemsUnderstanding of embedded microcontrollers is a plusAgile Development MethodologyUnderstanding of state-of-the-art Artificial Intelligence and Machine Learning solutions Infineon is a world leader in semiconductor solutions. We make life easier, safer, and greener – with technology that achieves more, consumes less and is accessible to everyone. Our solutions for efficient energy management, smart mobility, and secure, seamless communications link the real and the digital world.At Infineon we are a compassionate, confident, and pioneering group of individuals who are daring to dive into the world’s biggest challenges with imagination and an open-mind. We come from different backgrounds with varying levels of expertise, yet we respect one another as equals. We recognize that there are big challenges ahead for our planet—we’re compelled and excited to join the quest for a better future, and we hope you are too!This position not quite right for you? Check out other opportunities to help shape the future with us: Americas Career Landing PagePart of your life. Part of tomorrow.Infineon Technologies Americas Corp., is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, childbirth, or related medical conditions), gender identity, national origin, ancestry, citizenship, age, physical or mental disability, legally protected medical condition, family care status, military or veteran status, marital status, domestic partner status, sexual orientation, or any other basis protected by local, state, or federal laws. Applicants with questions about access or requiring a reasonable accommodation for any part of the application or hiring process should contact the Talent Network by phone at (408) 503-2194.Employment at Infineon is contingent upon proof of your legal right to work in the United States under applicable law, verification of satisfactory references and successful completion of a background check and drug test, and signing all your on-boarding documents .In some instances, if applicable, U.S. export control laws require that Infineon obtain a U.S. government export license prior to releasing technologies to certain persons. This offer is contingent upon Infineon's ability to satisfy these export control laws as related to your employment and anticipated job activities. The decision whether or not to submit and/or pursue an export license to satisfy this contingency, if applicable, shall be at Infineon's sole discretion.IMPORTANT NOTICE:Infineon is requiring all new U.S. employees and contractors to be fully vaccinated against COVID-19. Full vaccination is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated, either because of a sincerely held religious belief or a medical condition or disability that prevents them from being vaccinated, can request a reasonable accommodation.Infineon Technologies takes data privacy and identity theft very seriously. As such, we do not request personally-identifiable information (PII) from applicants over the internet or electronically. Please kindly refrain from disclosing your PII electronically during the application process or to unauthorized websites that may purport to be Infineon or any of our affiliates.Wage range that the company expects to pay for a qualified candidate:Minimum of $26.00 per hourMaximum of $36.50 per hourHourly rate will depend on the highest level of education completed.Show moreShow less"
BI Developer,Abacus Service Corporation,"LocationGlendale, AZJob TypeFull TimeDepartmentInnovation And TechnologyJob Number2022-02567Hours per Week40.00DescriptionEvaluates, designs, and develops enterprise business intelligence solutions and reports. Works closely across multiple departments and IT teams to ensure reports, data, and metrics provide reliable and clear information that accurately assists with planning, measuring, trending and enhances operational performance. Research technology best-practices, implement frameworks, and align BI directions with strategic business initiatives. Business Intelligence Analyzes metric data sources, monitors data quality, defines logical inter-dependencies, and builds comprehensive business process dashboards or reports.Essential Functions Evaluates customers' needs and abilities in order to provide appropriate solutions. Acquires data from primary or secondary data sources using standard SQL. Creates complex, visually appealing, and interactive dashboards/scorecards/reports to support business processes such as support compliance and regulatory needs etc., including related trends, and projections. Determines data quality and assists in analysis of data consistency derived from transaction and business intelligence systems. Designs data ETL extractions and manipulations to support production and ad-hoc analyses and reports. Provides guidance on industry best-practices and help select strategic data platforms, tools, and processes. Recommends standards, policies, and procedures for the form, structure, and attributes of the BI tools and systems. Provides support and training to business teams as necessary. Assists with unit testing systems integration testing and user acceptance testing. Supports the company's commitment to protect the integrity and confidentiality of systems and data. Filters and ""cleans "" data by reviewing computer reports, printouts, and performance indicators to locate and correct sources of data error. Works with management to prioritize business and information needs. Adheres to current data visualization standards for dashboard and report design. Follows established change control processes as necessary. Leverages existing data and reports to minimize unnecessary data and report creation. Ensures proper security measures are applied as necessary to data repositories and reports. Analyze and document business processes. Performs other related duties as assigned.Minimum Qualifications/Special Requirements/Success FactorsA Bachelor's degree in Computer Science, Mathematics, Statistics or a related field and two years progressively responsible experience in a directly related area such as Business Intelligence systems and advanced business reporting tools.Knowledge OfTableau softwareSQL Server Reporting Services (SSRS)Power BI and key BI TrendsExtract, Transform, and Load (ETL) toolsData visualization design principlesData cleaning methodologiesData standard best practicesSoftware analysis, design, development, and implementation techniquesCurrent industry trends and best practicesUse of technology for business operationsA wide variety of analytical processes (data privacy, governance, measurement, information security, etc.)Ability ToWork in a self-directed mannerPrioritize work processes and projectsAnalyze business processesIdentify data trends and patternsConduct research; analyze findings; prepare and present recommendations to managementCommunicate clearly both verbally and in writingEstablish and maintain effective working relationships with city staffContinually learn and demonstrate new skills via hands on training, classroom training and self-studyTranslate broader business initiatives into clear team objectives and concrete individual goals, aligning appropriately with other groups for efficient, coordinated action Any equivalent combination of training and experience that provides the required knowledge, skills and abilities is qualifying.Special RequirementsValid Arizona driver's licenseIndustry standard certification(s) as appropriate such as Data Analytics, Business Intelligence or related area.Success Factor Classification Level - Professional/Supervisory Success FactorsDefinitionsClassification Levels Personal Accountability & Integrity Takes personal responsibility for the quality and timeliness of work and in complying with organizational rules, policies and procedures. Earns others' trust and respect through consistent honesty and professionalism. Foundational, Professional/Supervisory, Managerial, Executives Teambuilding & Collaborative Relationships Inspires and fosters team commitment, spirit, pride and trust; develops cooperative working relationships with others. Foundational, Professional/Supervisory, Managerial, Executives Effective Communication Conveys information respectfully, credibly, and effectively. Foundational, Professional/Supervisory, Managerial, Executives Continuous Learning & Development Assesses and recognizes own strengths and weaknesses; takes initiative in pursuing self-development and learning to expand skills and increase knowledge. Foundational, Professional/Supervisory, Managerial, Executives Commitment to Service Excellence Strives to excel in meeting the needs of both internal and external customers in a fair and equitable manner. Delivers high-quality services with a commitment to continuous improvement. Foundational, Professional/Supervisory, Managerial, Executives Innovation Applies original thinking in approach to job responsibilities and to improve processes, methods, systems or services. Foundational, Professional/Supervisory, Managerial, Executives Leadership Promotes organizational mission and goals and encourages cooperation in support of organizational goals. Professional/Supervisory, Managerial, Executive Organizational Awareness Identifies fundamental values and beliefs to guide the organization into the future. Uses knowledge of the workings, structure and culture of the organization and political climate to solve problems and accomplish goals. Professional/Supervisory, Managerial, ExecutivePhysical Requirements/Working ConditionsWorking ConditionsOffice settingShow moreShow less"
Compensation Analyst - Remote Work Available,Northern Arizona Healthcare,"Remote Work AvailableThe Compensation Analyst performs assignments in the administration of NAH's compensation programs. This includes partnering with leaders to build job descriptions for new roles, conducting job evaluations, evaluating and analyzing salary data, determining pay grades, and creating and maintaining compensation data. The Analyst performs analysis to assure appropriate compensation with respect to market and internal equity. The Compensation Analyst also assists in data preparation to ensure legal compliance and competitive position in the marketplace. The Compensation Analyst processes paperwork for salary adjustments, job transfers, and other related compensation items and assists in drafting new pay policies and practices. The Compensation Analyst partners closely with business and HR leaders to review and process compensation requests. The Compensation Analyst is expected to manage effectively within a complex environment where dealing with some level of ambiguity is required and will regularly interact with all levels of management.ResponsibilitiesCompensation Program Development and Administration Conducts job evaluations, evaluates and analyzes salary data, determines pay grades, and creates jobs/positions in HRIS Performs data analysis to ensure appropriate compensation with respect to market and internal equity. Assists in the development of compensation programs and practices to meet changing needs of the hospital and employees. Completes and participates in compensation surveys and other benchmarking initiatives. Assists management in the development of new wage and salary ranges. Maintains wage guides and pay grade information and performs data audits to ensure data accuracy and integrity.Consulting Assists management in the administration of compensation policies. Recommends policy changes and pay practices. Documents new pay practices. Serves as a resource to employees and management with respect to wage and salary programs. Assists HR team members and other internal customers with compensation questions and keeps HRIS up to date with compensation data. Partners with staffing to ensure we are making competitive offers to new hires. Works with managers on the creation of new job descriptions.Annual Salary and Bonus Program Administration In partnership with HR Director and CHRO, develops annual merit planning process, including merit matrix, planning tools, educational material for leaders, etc. Provides modeling and input to senior leadership in developing salary administration models and forecasts. Provides input for the design of employee bonus/incentive programs. Creates necessary tools to administer bonus program.Administration Maintains complete and accurate files and job descriptions as needed. Processes paperwork for salary adjustments, job transfers, and other related compensation items.Compliance/Safety Responsible for reporting any safety related incident in a timely fashion through the Midas/RDE tool; attends all safety related training programs; performs work in a safe manner; monitors work environment for possible safety issues and ensures others are also performing work in a safe manner. Ensures compliance with regulatory(e.g. Department of Labor, FLSA) requirements and provides compensation education to the organization. If required for position, ensures all certifications and/or licenses are up-to-date and valid prior to expiration dates. Completes all company mandatory modules and required job specific training in the specified time frame. Provides suggestions to streamline processes and ensures compliance with regulatory requirements and works to provide education to the organization.QualificationsEducationHigh School Diploma or GED- RequiredBachelor's Degree Or Equivalent Relevant Experience - RequiredCertificates and LicensureExperienceCertified Compensation Professional (CCP)- PreferredMinimum of two (2) years compensation or data analyst experience- RequiredHealthcare Experience- PreferredPayroll and HRIS (Lawson) experience- PreferredHealthcare is a rapidly changing environment and technology is integrated into almost all aspects of patient care. Computers and other electronic devices are utilized across the organization and throughout each department. Colleagues must have an understanding of computers, and competence in using computers and basic software programs.Show moreShow less"
