,job title,company name,job description
429,"Assistant Professor, Statistics, Mathematical Sciences",University of Cincinnati,"Current UC employees must apply internally via SuccessFactors > http://bit.ly/UCEMPLFounded in 1819, the University of Cincinnati ranks among the nation’s best urban public research universities. Home to more than 47,000 students, 10,500 faculty and staff and 330,000 alumni, UC combines a Top 35 research university with a physical setting The New York Times calls “the most ambitious campus design program in the country.” With the launch of Next Lives Here, the Cincinnati Innovation District, a $100 million JobsOhio investment, eight straight years of record enrollment, worldwide leadership in cooperative education, a dynamic academic health center and entry into the Big 12 athletic conference, UC’s momentum has never been stronger. UC’s annual budget tops $1.6 billion and its endowment totals $1.9 billion.Job OverviewApplications are invited for a tenure-track Assistant Professor position in statistics within the Department of Mathematical Sciences, which offers BS, MS and PhD degrees in statistics through its Division of Statistics and Data Science. We seek candidates in research areas such as, but not limited to, statistical machine learning and statistical methods for big data. The Department is dedicated to excellence in both research and teaching. Statistics faculty in the Department are involved in both methodological and interdisciplinary research. They have diverse areas of research interests, which include scalable Bayesian methods, spatial statistics, and statistical methods for massive or complex data, in general, and high-dimensional data analysis, statistical machine learning, uncertainty quantification, and analysis of network data, in particular. The appointment will begin on August 15, 2023. Review of applicants will begin on December 30, 2022. Essential FunctionsThe Job Duties IncludeMaintaining an active research program in statistics.Mentoring graduate and undergraduate students.Teaching both graduate and undergraduate courses in statistics.Filling service roles for the university such as participation in department and college committees.The standard teaching load for research-active faculty is 6 credit hours per semester. New faculty receive a 25% teaching reduction and reduced service role in each of the first 2 years.Minimum RequirementsThe position requires a PhD degree in statistics or a closely related field with a focus on statistics.The degree must be awarded before August 15, 2023.Application ProcessCandidates must submit a diversity and inclusion statement (maximum one page) in their application here.Candidates also must submit the following documents online here, or on Mathjobs.org (@ https://www.mathjobs.org/jobs/list/21717):Cover letter.Copy of curriculum vitae.Description of research.Description of teaching experience (if applicable) and philosophy. Candidates must also arrange to have three confidential letters of recommendation submitted via mathjobs.org, or sent via email to nancy.diemler@uc.edu.Compensation and BenefitsUC offers a wide array of complementary and affordable benefit options, to meet the financial, educational, health, and wellness needs of you and your family. Eligibility varies by position and FTE.Competitive salary range dependent on the candidate's experience.Comprehensive insurance plans including medical, dental, vision, and prescription coverage.Flexible spending accounts and an award-winning employee wellness program, plus an employee assistance program.Financial security via our life and long-term disability insurance, accident and illness insurance, and retirement savings plans.Generous paid time off work options including vacation, sick leave, annual holidays, and winter season days in addition to paid parental leave.Tuition remission is available for employees and their eligible dependents.Enjoy discounts for on and off-campus activities and services.FOR ALL FACULTY HIRES OFFICIAL ACADEMIC TRANSCRIPTS WILL BE REQUIRED AT THE TIME OF HIREThe University of Cincinnati, as a multi-national and culturally diverse university, is committed to providing an inclusive, equitable and diverse place of learning and employment. As part of a complete job application you will be asked to include a Contribution to Diversity and Inclusion statement.As a UC employee, and an employee of an Ohio public institution, if hired you will not contribute to the federal Social Security system, other than contributions to Medicare. Instead, UC employees have the option to contribute to a state retirement plan (OPERS, STRS) or an alternative retirement plan (ARP).The University of Cincinnati is an Affirmative Action / Equal Opportunity Employer / Minority / Female / Disability / Veteran.REQ: 91535SF:OMJ SF:RM SF:HEJ, SF:INS SF:HERC SF:DIV SF:LJNShow moreShow less"
430,Research Intern - Human Understanding and Empathy group,Microsoft,"Research Internships at Microsoft provide a dynamic environment for research careers with a network of world-class research labs led by globally-recognized scientists and engineers. Our researchers and engineers pursue innovation in a range of scientific and technical disciplines to help solve complex challenges in diverse fields, including computing, healthcare, economics, and the environment.The Human Understanding and Empathy (HUE) group at Microsoft Research, seeks an exceptional intern to work on a project related to well-being, productivity, cognition, and creativity in the workplace. There are many ways to understand and influence the well-being of individuals in the workplace. Such efforts require interdisciplinary efforts in HCI, Affective Computing, ML, Systems, Design, and Psychology. This interdisciplinary work leads to progress in areas such as affective computing, multi-modal sensing and interactions, and human-centered data science and AI.During this internship, you will be working with members of the HUE group on a research project designed to identify new techniques of understanding and improving people’s well-being, productivity, cognition, and creativity. Examples of related current and past projects include multimodal processing with applications for behavioral and physiological sensing, image grounded language understanding and generation, building and deploying agents for productivity and wellbeing support, and reducing the cognitive load of information workers.ResponsibilitiesInterns put inquiry and theory into practice. Alongside fellow doctoral candidates and some of the world’s best researchers, interns learn, collaborate, and network for life. Interns not only advance their own careers, but they also contribute to exciting research and development strides. During the 12-week internship, students are paired with mentors and expected to collaborate with other interns and researchers, present findings, and contribute to the vibrant life of the community. Research internships are available in all areas of research, and are offered year-round, though they typically begin in the summer.QualificationsIn addition to the qualifications below, you’ll need to submit a minimum of two reference letters for this position. After you submit your application, a request for letters may be sent to your list of references on your behalf. Note that reference letters cannot be requested until after you have submitted your application, and furthermore, that they might not be automatically requested for all candidates. You may wish to alert your letter writers in advance, so they will be ready to submit your letter.Required QualificationsMust be currently enrolled in a PhD or equivalent program in Psychology, HCI, Cognitive Science, CS, EE, or a related STEM field. Must have at least 2 years of experience in conducting research and experiments using human-centered approaches in the fields of HCI, ML, Psychology, or Design. Interns are expected to be physically located in their manager’s Microsoft worksite location for the duration of their internshipPreferred QualificationsMust have experience writing peer-reviewed publications.Recommended to have one or more of the following experiences:Experience implementing research prototypes (frontend, backend, or both) Experience conducting human-subjects research Experience working with data science or ML tools (e.g., pandas, R, TensorFlow, PyTorch, MATLAB), or working with large datasets (e.g., text, vision, physiology). Experience working with ML frameworks and/or data analysis tools such as TensorFlow, PyTorch, scikit-learn or MATLAB) Experience working with large datasets (e.g., text, vision, physiology). Experience working with Unity3D, Game Development, working with 3D assets or related areas Being able to collaborate effectively with your mentor and others in the lab on new research projects.Have strong interpersonal and communication skills.Have experience using human-centered design & research methods.Experience working with multi-modal data such as image, video and text.The base pay range for this internship is USD $6,290 - $12,170 per month. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $8,060 - $13,240 per month.Benefits/perks listed here may vary depending on the nature of employment with Microsoft and the country work location. U.S.-based interns have access to medical and vision insurance, paid sick time (accrued at 3.34 hours per pay period worked), paid federal holidays, and software discounts. Puget Sound-based interns gain access to a bus pass and a fitness club membership.Our Commitment to Pay EquityWe are committed to the principle of pay equity – paying employees equitably for substantially similar work. To learn more about pay equity and our other commitments to increase representation and strengthen our culture of inclusion, check out our annual Diversity & Inclusion Report. (https://www.microsoft.com/en-us/diversity/inside-microsoft/annual-report )Understanding Roles at MicrosoftThe top of this page displays the role for which the base pay ranges apply – Applied Sciences IC3.The way we define roles includes two things: discipline (the type of work) and career stage (scope and complexity). The career stage has two parts – the first identifies whether the role is a manager (M), an individual contributor (IC), an admin-technician-retail (ATR) job, or an intern. The second part identifies the relative seniority of the role – a higher number (or later letter alphabetically in the case of ATR) indicates greater scope and complexity.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.Show moreShow less"
431,Business Analyst,Diverse Lynx,"Job DescriptionAnalyze business processes and systems, identify inefficiencies and/or required controls, document procedures, track key performance indicators- Collaborate with internal and external customers to elicit their business concerns and develop workable solutions- Participate in planning initiatives, feasibility studies, cost/benefit analyses, and new systems design- Work with QA team to prepare test scenarios and data- Document and manage business and functional requirements- Create, extract, and modify ad-hoc and standardized reports based on financial and operational data as needed to support activities of the company- Possess a thorough understanding of data, sources of data, and relationships of data in order to generate meaningful information for management and others throughout the company- Participate in the creation of a catalog of key performance indicators and the documentation of their supporting business requirements, data models, calculation rules, and metadata- Lead system feasibility studies, cost/benefit analyses, and new systems design- Gather and drive stakeholder requirements and product vision through the planning, analysis, Development, and testing phases- Translate stakeholder requirements into various documentation Deliverables such as functional specifications, use cases, workflow/process diagrams, data flow/data model diagrams- Provide data and analyses in a timely manner, and verify the accuracy of data analyses produced by self or others- Create special ad-hoc reports, database queries, and status reports- BA/BS in Accounting, Finance, Business Administration, Marketing, Information Systems Management, Computer Science or related field, or an equivalent combination of education and/or experience-Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.Show moreShow less"
432,Sales Insights Manager - Kroger,Harvest Group,"Once again, Harvest Group has earned a spot on the Inc Best Places to Work list for 2022.Also named one of Entrepreneur magazine’s Top Company Cultures, Forbes magazine's Small Giants, and Inc magazine's Best Places to Work, Harvest Group is a place where top talent can bring their whole selves to work and experience a culture like no other.Harvest Group is the trusted omni-channel partner for CPG brands looking to grow their business at Walmart, Sam’s Club, Target, Kroger, Amazon, and Costco. Our multi-functional team of retail experts leverages first-class systems and technology to fight for clients every step of the retail journey. With the industry currently split into traditional brick and mortar brokerages and eCommerce only tech companies, we are proud to provide a rare omni-channel solution for companies at all life stages. From Shark Tank funded start-ups to Top 50 CPG companies and everyone in between, we help our clients put more products in shoppers' baskets, both instore and online.At Harvest Group, our culture is at the heart of everything we do. We live out our Values in all we do. We prioritize our values in every area of our business— in our people, relationships, processes, and ultimately how we serve our clients.Integrity - Doing what is right in all thingsRelationship - Pursuing depth, trust & collaborationExcellence - Delivering extraordinary performance & results with humilityJourney - Embracing our past & planning our future with faithLegacy - Leaving a positive & everlasting impactDescriptionThe Sales Insights Manager will be responsible for leading and identifying business needs and creating appropriate data solutions while executing complex projects, casting vision, forecasting, and seeking new solutions. The Sales Insights Manager will also provide additional retail context at the category, retailer, and industry levels to supplement insights and broaden clients understanding of key sales drivers and risks to the business.RequirementsRobust retail and industry knowledgeExperience utilizing Market 6, Stratum, and IRI to generate and present business-building insights and strategyMastery in Microsoft Word, Excel and PowerPointAdvanced working knowledge of Syndicated/POS databases such as IRI/NielsenExperience using Tableau, Power BI, and other visualization software toolsAnalytical skills with experience in collecting, organizing, analyzing, and disseminating abundant information with accuracyExcellent written, verbal, and visual communication skillsStrong ability to build data visualizations into storytellingStrong ability to proactively and creatively problem solve as an individual and with a teamRadical curiosity of retail and the constantly changing marketplaceStrong presentation skillsAbility to influenceMust be detail-oriented and able to juggle multiple projects in a fast-paced environmentPreferred3-5 years experience in CPG industry, specifically working with Kroger and/or 84.51Prior forecasting experienceShow moreShow less"
433,ETL/DWBI Testing,Diverse Lynx,"Job DescriptionRole- ETL/DWBI TestingLocation :: Columbus - OHPosition Type:: Contract (12&plus; Months)Jd Excellent DW/BI ETL QA skills. Requirement analysis and understanding of DWBI technical specification documents. Analyze and understand the ETL work flows developed. Validation of data transformations and perform End-to-End data validation for ETL & BI systems Experience in data warehousing and BI testing with strong data analysis, SQL & data analytical skills. Very good understanding in ETL work flows and BI dashboards. Perform data analytical testing for the BI systems. Technologies: Netezza, Oracle, Informatica, UNIX Strong database SQL skills with good understanding of UNIX Strong communication skills. Should be able to work independently and with Customer team.Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.Show moreShow less"
434,"Bristol Myers Squibb, Intern, Statistical Programming (Grad) (Summer 2023) - Application via WayUp",WayUp,"This role is with Bristol Myers Squibb. WayUp is partnering with Bristol Myers Squibb to hire top talent.At Bristol Myers Squibb, we are inspired by a single vision – transforming patients’ lives through science. In oncology, hematology, immunology and cardiovascular disease – and one of the most diverse and promising pipelines in the industry – each of our passionate colleagues contribute to innovations that drive meaningful change. We bring a human touch to every treatment we pioneer. Join us and make a difference.Position SummaryThe candidate will learn to provide statistical programming support for clinical studies, learn to program CDISC datasets (SDTM/ADaM) and report the statistical study results with Tables, Listings and Figures. Perform quality process (QC) for datasets and tables, as well as other supporting activities for statistical programming group (ex. support programming for data visualization). Working with the different statistical programming teams, the candidate will also learn working in a team and interacting with the multiple stakeholders of Research & Development life cycle.Key ResponsibilitiesThe Summer Intern, assisting the statistical programming function will be expected to learn how to:Develop, review, validate SAS programs to generate Datasets, Tables, Figures and Listings.Support review of datasets specification (SDTM/ADAM) following the industry standards (CDISC) and related documents based on CRF, SAP and TFL shells.Understand Company SOPs and relevant industry’s standardsSupport implementation of tools to facilitate the data visualization (R-Shiny, Python)Support implementation of data exploration analysis (using R)Prepare final presentation to statistical programming group.Qualifications & Experience Recent BSc graduate in Computer Science, Life Sciences, Mathematics, Statistics, Engineering or related field with a minimum one year graduate school completed.Internship program will run for 10-12 weeks.Available to work up to 40 hours/week during normal business hours during intern.Knowledgeable of Microsoft Office Suite (Word, Excel, PowerPoint).Good verbal communication skills, ability to write clearly and effectively.Knowledge of R/R-Shiny or Python is preferred.Knowledge of SAS language, procedures, and options for clinical trial data and reporting including BASE SAS, Macro language, SAS/STAT and SAS/Graph.Professional, proactive demeanor.Strong interpersonal skills.Ability to work collaboratively as part of a team.Be authorized to work in the US or corresponding region.Must not be employed at the time the internship starts. Around the world, we are passionate about making an impact on the lives of patients with serious diseases. Empowered to apply our individual talents and diverse perspectives in an inclusive culture, our shared values of passion, innovation, urgency, accountability, inclusion and integrity bring out the highest potential of each of our colleagues. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits, services and programs that provide our employees with the resources to pursue their goals, both at work and in their personal lives.Physical presence at the BMS worksite or physical presence in the field is an essential job function of this role which the Company deems critical to collaboration, innovation, productivity, employee well-being and engagement, and enhances the Company culture. To protect the safety of our workforce, customers, patients and communities, the policy of the Company requires all employees and workers in the U.S. and Puerto Rico to be fully vaccinated against COVID-19, unless they have received an exception based on an approved request for a medical or religious reasonable accommodation.Therefore, all BMS applicants seeking a role located in the U.S. and Puerto Rico must confirm that they have already received or are willing to receive the full COVID-19 vaccination by their start date as a qualification of the role and condition of employment.This requirement is subject to state and local law restrictions and may not be applicable to employees working in certain jurisdictions such as Montana. This requirement is also subject to discussions with collective bargaining representatives in the U.S. Our company is committed to ensuring that people with disabilities can excel through a transparent recruitment process, reasonable workplace adjustments and ongoing support in their roles. Applicants can request an approval of accommodation prior to accepting a job offer. If you require reasonable accommodation in completing this application or if you are applying to a role based in the U.S. or Puerto Rico and you believe that you are unable to receive a COVID-19 vaccine due to a medical condition or sincerely held religious belief, during or any part of the recruitment process, please direct your inquiries to adastaffingsupport@bms.com. Visitcareers.bms.com/eeo-accessibilityto access our complete Equal Employment Opportunity statement. BMS will consider for employment qualified applicants with arrest and conviction records, pursuant to applicable laws in your area. Any data processed in connection with role applications will be treated in accordance with applicable data privacy policies and regulations.Show moreShow less"
435,Quantitative Analyst II,Fifth Third Bank,"Make banking a Fifth Third better®We connect great people to great opportunities. Are you ready to take the next step? Discover a career in banking at Fifth Third Bank.General FunctionThe Quantitative Analyst II is responsible for following established guidelines and identifying and resolving problems. Individual at this level is expected to use some independence of thought but to refer more complex problems to supervisors or other experts. Individual would be expected to contribute to workflow or process change and redesign, and to form a strong basic understanding of the specifies product or process. May also be accountable for regular reporting or process administration as owner.Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues and ensures that actions and behaviors drive a positive customer experience. While operating within the Bank's risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types.Essential Duties And ResponsibilitiesIdentify risk factors and trends of potentially fraudulent activity utilizing quantitative data analytics and/or statistical methods.Utilize analytics to develop and implement comprehensive fraud detection strategies that balance fraud loss, cost of execution, and customer experience.Responsible for maintaining, developing, and tuning existing risk tools and mitigation rules.Responsible for designing and implementing new reporting to monitor trending of various fraud and key performance indicators.Responsible for data management and analysis including ability to extract, develop, and manipulate data to generate standardized reporting, metrics, and analysis.Independently manage multiple projects to enhance and optimize fraud strategy systems, tools, and reporting.Maintain and develop intelligent and cutting-edge techniques for identifying and mitigating emerging risks.Build strong relationships and communicate results to various LOBs to gain support of risk management.Assumes additional responsibilities as assigned.Perform ad-hoc analysis as potential risks are identified.Minimum Knowledge, Skills And Abilities RequiredBachelor's college degree (Master’s degree/PhD preferred) in quantitative analytics, economics, statistics, engineering, or a related area (STEM background) Minimum 3 years of experience in analytics, statistical or econometric modeling, and database management.Must have experience with SAS, R, MATLAB, or Python.Familiarity with Tableau or interactive data visualization software a plus.Must have experience with Microsoft office products, such as Word, Excel, PowerPoint and Outlook.Strong interpersonal and relationship building skills.Strong verbal and written communication skills.Self-directed, capable of working in a group environment as well as work independently.Ability to present a professional image.Ability to multi-task and to be flexible.Quantitative Analyst IILOCATION -- Cincinnati, Ohio 45227Fifth Third Bank, National Association is proud to have an engaged and inclusive culture and to promote and ensure equal employment opportunity in all employment decisions regardless of race, color, gender, national origin, religion, age, disability, sexual orientation, gender identity, military status, veteran status or any other legally protected status.Show moreShow less"
436,Sr. BI Developer,Fresh Gravity,"About Fresh GravityFounded in 2015 and rapidly expanding, Fresh Gravity (www.freshgravity.com) is an exciting business and technology consulting company that is at the cutting edge of digital transformation. We drive digital success for our clients by enabling them to adopt transformative technologies. We provide a range of services: from Data Management, Data Science & Analytics, to API Management/Integration and Artificial Intelligence.In a short time, we have crafted an exceptional team who have delivered impactful projects for some of the largest corporations in the world. We are on a mission to solve the most complex business problems for our clients using the most exciting new technologies. And we are looking for top talent to join us in our quest.Fresh Gravity's team members are authorities in their field, but know how to have fun, too. We're building an inspiring, open organization you'll take pride in. We challenge ourselves to grow - every day. We create value for our clients and partners - every day. We promise rich opportunities for you to succeed, to shine, to exceed even your own expectations.We are thoughtful. We are engaged. We are relentless. We are Fresh Gravity.Fresh Gravity is an equal opportunity employer.In this role, a successful candidate should be able to: Analyze BI report and dashboard requirements Build prototypes of BI reports and dashboards Lead workshops with client stakeholders to get approval on BI reports and dashboards Build and unit test BI reports and dashboards per the client's requirements and prototype in Power BI Contribute to the user guide documentation from a BI reports and dashboards perspectivefRequirementsQualifications: 8+ years' experience designing analytics platforms to meet business requirements that includes requirements for streaming/real-time analytics and machine learning Proficient in designing and implementing BI infrastructure including data models, cubes, ETL, and data integration Design and develop scorecards and dashboards using Power BI, SSAS, SSRS, and other related technologies. Experienced in all aspects of Power BI, including enterprise architecture, establishing gateways, use of embedding, DAX, SQL, Power Query, and M programming models Hands-on experience deploying the PBI desktop and PBI service including reports, dashboards, and applications for mid-market and/or enterprise-scale organizations Experienced deploying Azure SQL Database, Azure Data Factory, and well-acquainted with other Azure services including Azure Data Lake In-depth experience with SQL Development Tools - Visual Studio Data Tools, SQL Server Management Studio, SQL Server Data Tools, Azure DevOps Knowledge of Power Platform including Power Apps and Power Automate Experienced working with agile project management methodologies Good written and oral communication skills and ability to work with business and technical teamBenefitsIn addition to a competitive package, we promise rich opportunities for you to succeed, to shine, to exceed even your own expectations. In keeping with Fresh Gravity's challenger ethos, we have developed the 5Dimensions (5D) benefits program. This program recognizes the multiple dimensions within each of us and seek to provide opportunities for deep development across these dimensions. Enrich Myself; Enhance My Client; Build my Company, Nurture My Family; and Better HumanityShow moreShow less"
437,Lead Additive Process Monitoring Engineer,GE Aerospace,"Lead Additive Process Monitoring EngineerRoles and ResponsibilitiesSupport process development and industrialization of digital in-process monitoring technologies in additive manufacturingHands-on work with the additive manufacturing process with data analytic development and industrialization as well as integration of process sensing tools with GE Aviation’s digital data infrastructureRemain current in the state of the art within own technical specialty for new products introduction activity, performance improvements, cost reductions and problem resolutionsSupport other GE businesses, supplier, and internal / external customersServe as a recognized leader in defining the state of the art in own technical specialty to anticipate, develop and apply technology to current and future business opportunitiesProvide engineering support, within one’s specialty, to teams working on performance, cost reduction and quality initiativesLeverage expertise to resolve problems in the field or during the manufacturing processesMake recommendations after analysis of the data using quality toolsProtect the Intellectual Property rights of the CompanyFunction as program manager when appropriate Data Science, Data Analytics, python, process monitoring, process modeling, additivemanufacturing, weld monitoring, process-property relationshipsRequired QualificationsBachelor's degree from an accredited university or college or a high school diploma / GED and minimum of 4 years of experience in ManufacturingMinimum of 5 years of experience in engineering or manufacturing or advanced engineering degree from an accredited university or college.Desired CharacteristicsStrong oral and written communication skillsStrong interpersonal and leadership skillsDemonstrated ability to analyze and resolve problemsDemonstrated ability to apply and analyze the results of inspection technologies, in-process sensing, and material testing technologiesWorking knowledge of material and process-structure-performance relationships in laser powder bed additive manufacturingStrong proficiency in the application of statistical methods including statistical process control (SPC) and multi-variate analyticsStrong proficiency in the machine learning and analysis and processing of large data setsDemonstrated coding proficiency, preferably in PythonAbility to document, plan, market, and execute programsDemonstrated leadership in advancing the state of the art in a technical specialtyHumble: respectful, receptive, agile, eager to learn​Transparent: shares critical information, speaks with candor, contributes constructively​Focused: quick learner, strategically prioritizes work, committed ​Leadership ability: strong communicator, decision-maker, collaborative​Problem solver: analytical-minded, challenges existing processes, critical thinkerShow moreShow less"
438,IT Systems Analyst,Robert Half,"DescriptionRobert Half is looking for a Systems Analyst to join our clients project team.Responsibilities Will make recommendations for IT systems, processes associated with software technology planning, development, implementation, security and interfaces. Resolve and support problems for apps and systems, assist in training users to work on systems and programs. Work with programmers to correct all code problems and software errors after testing and analyzing systems. Identify people, process, and technology gaps pertaining to system communications by coordinating with cross-functional teams and leveraging end-to-end knowledge. Effectively assess gaps and communicate with all parties to resolve. Drive continuous improvement for all system interfaces; continuous training and research to drive modernization and risk mitigation. Collaborate with internal and external parties to identify, translate, and document all business requirements, processes and proposed solutions. Assist in planning or developing new systems or improving existing, review computer systems capabilities, work flow, schedule limitations, and perform feasibility studies. Automate process by examining procedures, problems and business and user requirements.RequirementsA minimum of 5 years' experience with systems integration and data platforms is preferred.Candidates should have the ability to express complex business concepts in layman or technical terms as required, and demonstrate excellent verbal and written communication skills.A Bachelor's degree in Computer Science/Engineering/Management Information Systems OR, in lieu of degree, equal work experience is preferred.Technology Doesn't Change the World, People Do.®Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go.Robert Half will consider qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance. All applicants applying for U.S. job openings must be authorized to work in the United States. Benefits are available to temporary professionals. Visit© 2022 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing toShow moreShow less"
439,Software and Signal Processing Intern,Leidos,"DescriptionJob Description:Do you want to join a high performing team that values integrity, innovation, and collaboration with a company whose mission is to make the world safer, healthier, and more efficient through information technology, engineering, and science? Are you interested making a difference by applying your software development and python skills to state-of-the-art research and development problems? Leidos currently has an exciting opening for a Software Intern to work in our Beavercreek, Ohio office.As a software intern, you will apply your skills to a wide variety of problems and datasets, primarily focused on remote sensing (ESM, SAR, acoustic, RF, EO/IR and lidar) applications. Current projects include, but are not limited to, detection, moving target indication, and classification of Synthetic Aperture Radar (SAR) and Synthetic Aperture Lidar (SAL) imagery. We are looking for a qualified candidate to bring initiative, entrepreneurship, and creativity to our programs. You will interact with customers, participate in and be given the opportunity grow to lead technical project teams. You will assist in pursuing growth in new areas.Primary ResponsibilitiesWork within a team environment and make an impact toward team goalsDevelop algorithms and software interfaces using Python, C++, and MATLABDevelop and/or modify Machine Learning and Artificial Intelligence algorithms to classify images or other data typesUtilize an understanding of physics and kinematics to develop software solutionsIntegrate software into computing architecturesWrite and present technical information related to development activitiesBasic QualificationsUS citizenship requiredWorking toward a bachelor’s degree or higher in Computer Science or a closely related field (Computer Science and Engineering, Computer Engineering)Ability to obtain and maintain a TS//SCI clearance (we will help you thru this process)Adept in Python, Java, JavaScript, C++Linux operating system experienceFamiliarity with common code repositories such as Gitlab, Github,Baseline understanding of kinematics and physicsExcellent communication skills and a willingness to seek assistance when neededAbility to communicate and contribute to team goals and work in a team environmentProficient with documentation and organization, technical writing skills are a plusRobust sense of initiative, a self-starter who can offer ideas and work independently to eventually grow to be a leaderOther skills that may be beneficial, but not necessary to applyExposure to Artificial Intelligence and Machine Learning algorithmsExperience with MATLABComputer vision experience and/or image processingPay RangePay Range $44,200.00 - $68,000.00 - $91,800.00The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law.Show moreShow less"
440,Experienced Informatics Analyst,Medpace,"Job SummaryWe are currently seeking an experienced informaticist to join our team as a Feasibility Informatics Analyst who will lead advanced analyses of methodological data to inform study design decisions. The informatics team utilizes informatics principles and techniques to architect, mine, analyze, and visualize clinical trial data to inform study design choices for pharmaceutical development. The analyst will create predictive data models to identify and analyze patterns, then program compelling visualizations of the data to support feasibility strategies.The Informatics Team is a highly collaborative team with members in both the Cincinnati and London offices. This team supports clinical operation, medical, and feasibility teams with advanced data query and analysis. The Informatics Team also works side-by-side business analytics and software engineering to architecture innovative data storage and access solutions for optimal data utilization strategies. If you are an individual with experience in informatics, data science, statistics or epidemiology, please review the following career opportunity.Responsibilities Utilize advanced statistical methods to develop predictive algorithms of methodological and clinical data;Translate the results of feasibility research and analysis into compelling data visualizations which illustrate the overall feasibility strategy;Perform comprehensive review of data sources to deliver high quality informatics data and analysis to teams;Develop and map database architecture of methodological and clinical data systems;Work alongside global feasibility leads to contribute to proposal strategy for site and country selection based on available data;Perform development and review of proposal text;Assist project teams with preparation for bid defense meetings;Support departmental process improvement initiatives; andParticipate in training and development of more junior team members. Qualifications Master’s degree in informatics, computer science/engineering, health information, statistics, or related field required, PhD preferred1-2 years direct experience applying machine learning to pharmaceutical or clinical data (or translatable artificial intelligence [ai] techniques);Advanced computer programming skills (preferred lanaguage: R)Analytical thinker with great attention to detail;Ability to prioritize multiple projects and tasks within tight timelines; andExcellent written and verbal communication skills Medpace OverviewMedpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing more than 5,000 people across 40+ countries. Why Medpace? People. Purpose. Passion. Make a Difference Tomorrow. Join TodayThe work we’ve done over the past 30 years has positively impacted the lives of countless patients and families who face hundreds of diseases across all key therapeutic areas. The work we do today will improve the lives of people living with illness and disease in the future. Medpace Celebrates 30 Years As we celebrate 3 decades of industry expertise and organic growth, we recognize the global team responsible for driving clinical development at Medpace. Click here to learn more about Medpace Celebrating 30 Years. Cincinnati PerksCincinnati Campus OverviewHybrid work-from-home options (dependent upon position and level)Competitive PTO packages, starting at 20+ daysFlexible work hoursDiscounted tuition for UC online programsCompany-sponsored employee appreciation eventsEmployee health and wellness initiativesCommunity involvement with local nonprofit organizationsCompetitive compensation and benefits packageStructured career paths with opportunities for professional growthPartnership and discount with onsite childcareDiscounted tuition for UC online programsDiscounts on local sports games, local fitness gyms and attractions Official Sponsor of FC CincinnatiModern, ecofriendly campus with an on-site fitness center, bar, and restaurants Awards Recognized by Forbes as one of America's Best Mid-size Companies in 2021 and 2022Continually recognized with CRO Leadership Awards from Life Science Leader magazine based on expertise, quality, capabilities, reliability, and compatibility What To Expect NextA Medpace team member will review your qualifications and, if interested, you will be contacted with details for next steps.Show moreShow less"
